,Rn
381,2.537693573544572
382,2.3990767461431375
383,2.604533903367776
384,2.6605204230245034
385,2.691762826540493
386,2.732805299498474
387,3.030889951190016
388,2.887295966295513
389,3.2603683922758835
390,2.934266846225421
391,3.4294201941311027
392,2.8232215954965727
393,2.9065116865571565
394,3.216589768406661
395,3.4201597773978776
396,3.4235859305018455
397,3.575784045521747
398,3.233341700168296
399,3.6542784931626535
400,3.435170966685243
401,3.800146756929337
402,3.9460287811873096
403,3.85332704015387
404,3.322018508977787
405,4.300955334691792
406,3.6125428665897545
407,4.378228166572067
408,4.543430868944899
409,4.46543110694867
410,5.051660285146732
411,4.748014674757372
412,5.246237784684815
413,5.085475347726862
414,5.01083620885662
415,5.092414296407539
416,4.995421356710861
417,5.49241485277615
418,4.741295523584805
419,4.78927493859492
420,4.471998619016989
421,5.486550879186209
422,6.255920571447793
423,5.652510513747251
424,6.013526580573658
425,6.518540441251723
426,4.470269267659598
427,4.316804370600453
428,4.554598126797697
429,7.556126644450969
430,5.30774181736863
431,6.704269164029545
432,7.430458243867967
433,7.004471789497226
434,7.25742605280274
435,7.832744317413468
436,5.363665735733949
437,4.7187357505800245
438,5.376839827428301
439,6.885632271489377
440,8.795262863445714
441,8.236596202674576
442,8.878409830437526
443,5.223430570349301
444,9.17796147233425
445,8.844766875353411
446,7.314535157430292
447,5.283496770544612
448,9.735663451952696
449,8.71826359631798
450,9.138267538898898
451,6.150821965557739
452,5.6494208384352325
453,5.514251396333597
454,6.219855195356138
455,7.495422072918805
456,10.559642343421153
457,8.058728498850144
458,10.417898964892766
459,9.437301634761706
460,9.202926706132736
461,9.52007339565894
462,6.022323096903872
463,11.731887140547151
464,5.97794762177144
465,7.5457670307201745
466,7.050042996617986
467,6.096985168805204
468,6.1578893834524
469,13.180786190242955
470,12.30579261333661
471,12.578679720646829
472,6.320172758222587
473,10.943964295820846
474,12.646170548464035
475,12.418916380984513
476,6.725255613022714
477,7.179377667231487
478,9.327878836299998
479,13.066674559306524
480,9.34272566487465
481,10.651145577016075
482,9.519781095531652
483,12.700580145782055
484,12.420567423795138
485,12.147185951711826
486,13.10278588253503
487,13.746773243696971
488,12.712445024198406
489,6.8523825797345586
490,11.719421462198584
491,11.644924895126614
492,8.644463455690952
493,10.005477548725588
494,10.189599147249366
495,9.367990874686406
496,14.441150288736981
497,10.139192232469679
498,7.048909091883883
499,13.542284717215466
500,11.897349487254472
501,13.948819962004752
502,14.50906288171906
503,7.165038224276718
504,13.096450736281433
505,14.715792641847328
506,10.932952712113735
507,8.540480322075975
508,7.547582228792543
509,10.832296520653053
510,12.43904410409853
511,13.268153612500493
512,11.37835702750447
513,7.403775585496916
514,7.3828444390627626
515,7.522627710716828
516,14.751226461593944
517,12.964240945972879
518,7.41719437313608
519,7.422589136913012
520,7.422674850824251
521,7.431726655445775
522,12.774905658300474
523,12.174847507134896
524,12.909205732323402
525,16.400032687688054
526,15.832729619646075
527,10.2796270019956
528,14.107909189632355
529,16.612063578402186
530,8.010894467056529
531,13.426533591395522
532,15.929268151362841
533,10.706592874781974
534,7.704731043953921
535,15.938745206234326
536,14.773066753614536
537,7.53406950478935
538,7.532151576328005
539,7.717927356178378
540,7.504472076789927
541,8.007579340165723
542,17.24124735426972
543,13.163000298075112
544,7.519006797426871
545,7.890819637393586
546,8.693991876937401
547,14.223556834970008
548,8.067835000438123
549,12.711192638917947
550,13.285733380237662
551,13.09814882706907
552,15.10259754882994
553,15.366370646929841
554,16.77615854103937
555,16.38625104852379
556,11.008342037845983
557,16.340843780018993
558,7.458915257952141
559,12.663008764053348
560,13.6402184412187
561,8.83351463978079
562,8.79066257437259
563,16.59100130338824
564,12.06320794033951
565,7.3427653806370845
566,7.349428897908218
567,11.522918893126324
568,7.421822331201462
569,8.585549864075064
570,7.2362744985955585
571,7.2297782182662385
572,7.206195099013754
573,7.162655717632865
574,12.475829124687255
575,15.313844114624125
576,9.311406756849284
577,7.483018789198759
578,8.362744972077717
579,8.597908711350717
580,11.216230462489351
581,16.566618271360138
582,14.196507082537206
583,16.132784956697463
584,15.942318621378925
585,15.755527879779649
586,14.822597004731241
587,14.09563709030722
588,12.999647425733633
589,7.308234936860381
590,8.578115652404776
591,7.4014554516650914
592,6.695150459950787
593,6.600196744983153
594,8.672702640442504
595,9.255806793986409
596,12.01597782988743
597,6.598966965709415
598,13.291346299527191
599,6.378619721889529
600,6.364849031973788
601,8.564365332006291
602,13.103242342970375
603,9.659018660833937
604,8.260334662632593
605,8.403048184826556
606,8.531984520124585
607,11.035703233702257
608,10.118209107660405
609,6.020647626784989
610,5.973851933873329
611,12.41213694787561
612,8.382690013512972
613,9.03830470569635
614,8.878965084532865
615,12.380897744017297
616,8.567102726155307
617,11.929422114473681
618,12.315342888225718
619,8.488914179831243
620,11.151984150025065
621,8.650448178577129
622,10.854184374231581
623,9.594555036940633
624,11.021181396297644
625,10.682846139328014
626,10.96751147649804
627,8.47401848906789
628,7.8403459851890585
629,9.734897124309292
630,6.592578806999937
631,5.044824998710328
632,4.9764154607526
633,5.453045960093004
634,7.455148968877356
635,7.359796383581242
636,4.7774012194586
637,7.119862140344159
638,6.2300095230482135
639,4.590620678690107
640,8.974236729680673
641,8.37733846652935
642,5.8461474811724266
643,5.244017951536974
644,6.568473073319456
645,4.460264473153634
646,5.98848868812824
647,7.733827763887845
648,4.660166086877122
649,7.125527105694646
650,6.955898555558948
651,6.2188184706936775
652,6.507528619343392
653,6.367791157736604
654,5.771726390417524
655,6.46232618026491
656,6.412298174401163
657,5.2455139076565995
658,5.519662455056739
659,5.402449332863924
660,3.669537179896075
661,4.148860958366175
662,4.546917906994732
663,4.542663301252755
664,4.211811596980043
665,4.519483668963212
666,4.181780495090509
667,4.144743502056729
668,3.8976914025377543
669,3.324147965608684
670,4.147694335602409
671,3.374044324291611
672,3.302778499394571
673,2.925199489088225
674,2.8944853714737055
675,3.2334527827764017
676,2.98371598046059
677,3.0141914807482832
678,2.9757763733198823
679,2.9374179766228563
680,3.136180447041411
681,3.5119122509458336
682,3.2788180685164185
683,3.0935518367213275
684,2.7514563483968946
685,3.0536924136454155
686,2.1997023763854084
687,2.057841357079675
688,1.996466866340893
689,2.33664535945782
690,1.7474463943018002
691,2.1345712100622007
692,2.2299500077488634
693,2.4983631559705195
694,2.5053620699435974
695,2.1449164201726765
696,2.450399200369433
697,2.4768553002219864
698,1.9873051231364105
699,1.643114531812481
700,1.9795483738268178
701,1.473380841980445
702,2.0448369002089217
703,2.1280376381588275
704,1.2196089040817037
705,1.343090234806752
706,1.8282040885103186
707,2.1275064552972167
708,1.971564902474694
709,2.082136711691276
710,1.7589173896570092
711,1.4444226161163378
712,2.0794754239751723
713,1.2851709532262285
714,1.1476713185536385
715,0.7120845226459958
716,1.962745511668849
717,2.0726306564412473
718,1.443729955035062
719,2.120900799609204
720,2.256070057776249
721,1.986048863433025
722,1.5302310344169898
723,2.082209445357858
724,1.218068167343989
725,1.1693317923412225
726,1.255184177824713
727,1.6215096677289713
728,1.8006609040197303
729,1.422392646922428
730,1.5502410591684974
731,1.5631592986054912
732,1.4369271989955594
733,1.4249942473626929
734,1.6097406342362959
735,1.5915468917123423
736,1.8597376089988185
737,2.0733887513999267
738,2.1145935627168884
739,2.0460547322160676
740,1.8110106331093565
741,1.819084673081517
742,2.176515477062333
743,1.9691853897235854
744,1.9430679266452398
745,1.8887365086001378
746,2.371253405183433
747,2.390921868295689
748,2.6391240339653126
749,2.065004603736498
750,2.1504759873554926
751,2.4902242192713335
752,2.5609841943539147
753,2.6331063390913902
754,2.92744930346685
755,2.9191578452403784
756,2.9771210780444637
757,3.041349171518779
758,2.7976009798183608
759,2.919483771526818
760,2.964167109809915
761,2.9884740266592
762,3.235669820981906
763,3.047920239422288
764,3.086060544470883
765,4.303070123230665
766,3.428066327805257
767,3.65826337784354
768,3.565283084706003
769,4.192704398263189
770,3.2705316534471938
771,4.3569443626091395
772,4.4554981468333725
773,3.5277953069501273
774,4.032667848150149
775,3.839499092955351
776,3.6691511141827933
777,4.724201418383084
778,5.051896958864474
779,4.682982236779023
780,3.9246210233807197
781,4.9204492070460795
782,5.161707479739699
783,3.8170214719996673
784,3.910316439023699
785,4.8011154781700665
786,4.589278165858307
787,5.41292121121213
788,6.4388099760048805
789,6.05989250011684
790,7.0953643669392354
791,5.871983459522696
792,4.5400505437128755
793,6.6523720477945085
794,4.342175098694481
795,6.9934014023047215
796,6.849914962422252
797,6.236069659294166
798,6.632875218515716
799,7.911581272501431
800,6.871196341083086
801,6.596368748094123
802,4.838619786510617
803,7.9579721920463
804,7.039800197280332
805,6.884409446937708
806,7.478277479681059
807,7.98650427266189
808,7.120779886549837
809,7.680462066374027
810,8.78686031687075
811,5.181035638128457
812,5.385833565308106
813,7.914777546824931
814,8.680770639948967
815,6.41351032480389
816,8.88546896081494
817,9.780948087237078
818,5.471085663572687
819,5.778258512552086
820,5.826184134809663
821,9.624521289411717
822,10.472983857256484
823,7.825801961192484
824,10.462817188268176
825,10.562650259076706
826,10.34801624863843
827,11.410148837518026
828,11.674268812100028
829,10.639230483703974
830,9.98067831841709
831,10.883311862813862
832,9.05726234205219
833,9.003678658643118
834,9.800348567136458
835,7.218767298620884
836,6.812988367139403
837,12.378738422896973
838,11.821323349601695
839,9.403352307426891
840,6.400374397998281
841,11.253094388899722
842,12.320023234868025
843,10.847487340920264
844,6.757786129304824
845,6.540343416739033
846,11.963214031502766
847,11.098158144335006
848,13.25000462495759
849,12.960106185297676
850,10.202099870725718
851,11.75034178870337
852,7.163704420021903
853,13.52504510262742
854,13.174290276860361
855,13.8825093835156
856,14.722495509369182
857,14.79644528106586
858,13.348366163533246
859,8.802234732831359
860,7.117164711747
861,7.039628751003578
862,10.592123089304732
863,14.055634520125524
864,13.128503658842432
865,7.083886040216419
866,7.136514556833919
867,9.964057124180922
868,13.799137092710678
869,13.896100324839255
870,11.193296592566455
871,7.23275696684508
872,13.151455236679272
873,8.910373385689226
874,13.290710264887469
875,14.735156278715841
876,10.944702470270066
877,15.56017422028863
878,14.72153220262328
879,8.689718985928534
880,7.394337022146872
881,13.048375417392256
882,14.300870281762402
883,12.19450297791068
884,10.789906780846902
885,13.988122168337085
886,10.67889348455662
887,7.4498457759597185
888,7.421111376993792
889,13.408970747940138
890,7.479466643756262
891,10.640711875062538
892,15.166655963472843
893,15.339293810051867
894,11.813832109666357
895,7.5083081835171965
896,10.517109440481393
897,7.525398321117119
898,7.5236702960448785
899,13.88709211953874
900,9.2990438558088
901,7.587860520304804
902,15.057492876936353
903,11.58173104021806
904,15.369451224925339
905,14.273550257062304
906,11.623822284048948
907,11.708228686859373
908,15.140428078863422
909,12.795562151491627
910,8.377109998288494
911,7.553683021561879
912,14.413374779017218
913,9.169351005822765
914,10.112527650258055
915,9.368851118882423
916,13.276524186873292
917,10.249639898000298
918,7.578179042676686
919,12.457357297717198
920,7.463599809302404
921,14.864891436306603
922,10.428246135333557
923,7.430072273602195
924,9.853165719059232
925,7.534804729978742
926,12.073737552117667
927,13.385199229241296
928,7.84347652402048
929,7.385185311294959
930,13.058243584195292
931,9.00904637572947
932,12.90882920352822
933,8.754519350668973
934,11.100174214713537
935,9.472820842688265
936,7.286998830684306
937,7.911674144739636
938,11.14964003369844
939,7.44506898581866
940,7.145701120578984
941,14.083747391046076
942,10.643163965543224
943,7.697340434817345
944,7.024947834174388
945,7.140683449623274
946,12.75458789239056
947,11.969371811647346
948,6.937938030388972
949,6.936516171676315
950,6.919955720315265
951,8.652203461123758
952,6.835584502899772
953,6.8506235583278885
954,6.824910845654892
955,12.404482250763843
956,15.244756043986762
957,15.591622902378383
958,8.07404128485549
959,6.639442109555927
960,10.64917789046968
961,12.547040984135096
962,6.849876302489696
963,9.853983399460203
964,7.910960522692517
965,13.1608561471858
966,8.86140776668827
967,12.674996932582914
968,10.037213132078927
969,6.292563561043109
970,12.75690658501921
971,6.129831158655085
972,6.0625536453848845
973,9.6764612035676
974,9.280596988579077
975,9.878487360335559
976,8.523206139827622
977,11.625859481588712
978,11.645099994950533
979,10.021326399657115
980,5.829412549924755
981,6.32484710866651
982,10.28781117098719
983,9.775602366324605
984,6.998747950627804
985,8.798112013451016
986,10.80882734455232
987,5.473891731442973
988,10.256164884429854
989,10.77283905227073
990,8.943336090135446
991,8.896265991962496
992,6.244777458191357
993,8.476560728769567
994,5.1838064550421326
995,9.882808908834583
996,9.50949376218059
997,8.458105590247822
998,4.953283967504635
999,5.079721956168261
1000,4.891714236202175
1001,4.912778611681413
1002,7.65896035760651
1003,8.938538724451332
1004,8.23870289841345
1005,7.573509681520993
1006,7.7554045157129
1007,7.298577150029371
1008,7.831115300853673
1009,8.048041085832782
1010,4.328141193521489
1011,5.049697122174036
1012,7.201123117419464
1013,7.461738044324453
1014,6.497656445678091
1015,6.371638489287133
1016,6.263564415384068
1017,5.126656430804815
1018,6.46492787600931
1019,5.8599813560851315
1020,4.89164526493539
1021,5.386941850050715
1022,5.1667973443448005
1023,5.042453950360617
1024,5.34651558431418
1025,5.061842465472986
1026,4.942848309087333
1027,3.596695870201866
1028,4.949143424376287
1029,5.188389199805071
1030,5.2977148186963525
1031,4.175443962960828
1032,3.7927750979338164
1033,4.7038112708271065
1034,3.4328643412445143
1035,3.301985494670932
1036,3.267629838916737
1037,4.022910845779117
1038,3.1737045850943346
1039,3.9542309373361864
1040,3.7430144335434683
1041,3.6011269461385
1042,3.081436868549182
1043,3.0513193368148066
1044,2.98678848307813
1045,2.888414015485079
1046,2.8692673090091234
1047,2.877506574843115
1048,3.2919492393957626
1049,2.7243684752110413
1050,2.5971259439777477
1051,2.3544380200629167
1052,2.1562730303223114
1053,2.4426947768363423
1054,2.4313323144001724
1055,2.2307532707768614
1056,2.1199183394003667
1057,2.4403992759134265
1058,2.615715828058242
1059,2.5215521746115637
1060,2.8161777599991744
1061,2.5276026101109776
1062,2.491523204582231
1063,2.4803799895403227
1064,2.4825581342161924
1065,2.128748917660273
1066,2.263776465904499
1067,2.349666565993457
1068,1.9377353797532093
1069,1.9789817161890193
1070,1.1939365832519462
1071,1.392121996007794
1072,2.143662632156591
1073,2.2914419831730153
1074,2.326431976393104
1075,2.32293946948257
1076,2.2429588968988057
1077,2.2155746367288156
1078,1.2585594109942289
1079,1.4132166065576417
1080,1.2682132249822438
1081,1.3245507725733967
1082,1.5010940443231027
1083,1.5447225433870848
1084,1.3385774627506564
1085,1.2040340327694716
1086,1.6558658320341761
1087,2.1681655056049234
1088,2.1832186727786294
1089,1.9717268817498868
1090,1.2477253618133552
1091,2.1005659176850537
1092,1.396891716140857
1093,1.6493880796417066
1094,1.7428916044812652
1095,1.5801692660604258
1096,1.5906949450419532
1097,2.3104169808320076
1098,1.8408337269643145
1099,2.3431156521587035
1100,2.109250069037552
1101,2.1018032017946533
1102,2.3203314560776502
1103,2.062027463366408
1104,2.3696847731528488
1105,2.2803622627434725
1106,2.3262166025782274
1107,2.2051658822682763
1108,2.4249139270121107
1109,2.2657234959762427
1110,2.4404363559541604
1111,2.447741537397154
1112,2.428582101777473
1113,2.513197296965755
1114,2.6750915929964707
1115,2.6991681830062713
1116,2.7643854585813896
1117,2.6863293691829933
1118,2.6020379994939704
1119,2.8391847059325537
1120,2.652300949771927
1121,2.715551060040789
1122,2.7635175958904115
1123,3.241752808295007
1124,3.1792371519616154
1125,2.916714688359538
1126,3.3419018625839705
1127,3.003820887259058
1128,3.475754275603138
1129,3.6532410884260322
1130,3.7497802223273924
1131,3.6289847770823354
1132,3.951325060237253
1133,3.5219134576961073
1134,3.2191252235690193
1135,3.3162215968679476
1136,3.37544924580971
1137,3.4089975374247
1138,3.4486198432913575
1139,4.770505095527047
1140,3.4732769817413596
1141,4.1564195835171756
1142,4.186863586811963
1143,4.367320483930467
1144,5.452763750276191
1145,5.308298978224845
1146,5.923353603557032
1147,5.778494689074053
1148,5.2882988915236355
1149,5.875388175051761
1150,5.418585148573807
1151,4.042675820133827
1152,4.055128696290419
1153,4.085492167519872
1154,6.18485059597452
1155,4.188046591105741
1156,4.254599000755457
1157,5.44258629738037
1158,4.3254113981124975
1159,4.372629935139919
1160,4.414281442373105
1161,4.46863171588177
1162,4.5141103398132625
1163,4.560120432506301
1164,5.362002708060315
1165,8.210478507188324
1166,7.283518913268229
1167,8.481845488268936
1168,5.502209517240786
1169,4.993877745907395
1170,8.229944270271172
1171,6.8132242650504296
1172,8.2492201312195
1173,7.614642338827852
1174,6.032745676360734
1175,9.175173634755946
1176,5.07634387979496
1177,6.898001834528438
1178,7.267856543764864
1179,5.297502067443463
1180,9.117304830418082
1181,5.387462740713176
1182,5.676709263163435
1183,6.950548471872195
1184,9.560596179604325
1185,5.543472515223507
1186,5.567675489041049
1187,9.690878439123352
1188,10.39440033222785
1189,9.464381278055832
1190,9.976749710929678
1191,6.084310022225351
1192,7.465047384019354
1193,11.586263353763176
1194,10.395380200063551
1195,6.043320490143335
1196,9.576729975006543
1197,6.117491161471591
1198,11.026027564899312
1199,9.103938031223475
1200,11.946985235255962
1201,12.213478437053519
1202,10.278037410554347
1203,6.501272518539394
1204,6.913924196350122
1205,7.879607383081109
1206,6.398315938094803
1207,6.438092891569672
1208,7.525210613683211
1209,13.28865193956062
1210,12.132902371134005
1211,6.827901284017891
1212,12.154944282979358
1213,7.355637697696299
1214,10.176578779725748
1215,11.609227844619012
1216,12.62877894641826
1217,12.640523750864826
1218,7.5349043907362745
1219,7.64905093028273
1220,9.440544682595144
1221,10.880299450842859
1222,13.69657578048118
1223,13.793347043598137
1224,10.609319471754326
1225,10.811991740288516
1226,6.987991546876434
1227,14.756140550703892
1228,9.452258333761089
1229,14.909238042347836
1230,9.343720126518267
1231,14.053022777976786
1232,13.7831746138227
1233,7.211742722120993
1234,10.83089393014071
1235,14.558237836218026
1236,13.765166023140452
1237,7.490467877141488
1238,7.287815250807285
1239,7.258632887419051
1240,7.270303160758628
1241,7.266620993869983
1242,14.57973292761806
1243,7.944528211041371
1244,7.477825091008708
1245,15.472231579715267
1246,13.04416845224009
1247,15.448705055095632
1248,15.533928699762026
1249,15.525691613394894
1250,15.956715079374069
1251,14.92650089077081
1252,13.557092319528056
1253,12.951027850228165
1254,16.10994048411082
1255,15.92071379007439
1256,13.877610400342036
1257,13.886489849975813
1258,7.502275955700813
1259,11.357497561677697
1260,10.445284533581004
1261,10.448577126075682
1262,13.02887841578934
1263,7.950819140181704
1264,12.622949377534418
1265,9.968704141359325
1266,12.559207785499623
1267,16.686658925156163
1268,12.028601086241475
1269,15.814234064645358
1270,15.709755021536065
1271,14.296005415103428
1272,7.565568118701273
1273,7.6428245747912396
1274,13.601335050535413
1275,11.94106197319993
1276,7.570359856979566
1277,7.564072172785877
1278,7.573765140194282
1279,7.5643129078828775
1280,7.547044160096809
1281,10.58253076428936
1282,13.874807792106102
1283,7.486865137642666
1284,7.4627771318252
1285,11.234517888402522
1286,9.640005754061002
1287,7.461085164893271
1288,11.591864709874319
1289,10.827051508646038
1290,10.956507906815887
1291,9.029964839928363
1292,7.879641642170687
1293,7.589828619417265
1294,10.7195426105283
1295,10.848822898912786
1296,16.21444188837693
1297,15.17840021068545
1298,12.893229070096025
1299,7.22587730972945
1300,10.152864869262245
1301,12.879239724022195
1302,14.401287261885994
1303,15.348372619256253
1304,12.433198178954424
1305,12.403766595495863
1306,7.365828974446921
1307,12.71804784092989
1308,9.79317496039881
1309,7.093972142946009
1310,7.057085269003199
1311,12.846793471563112
1312,15.084211824444626
1313,8.430733315953928
1314,6.982723371286385
1315,11.901249837893976
1316,16.297336581290168
1317,8.123002057924149
1318,6.891209702092775
1319,6.789854160604188
1320,6.8005522493936565
1321,7.027058168763677
1322,6.69215402515681
1323,6.628186589443057
1324,13.381056774700545
1325,9.04444848475362
1326,8.962573594087981
1327,13.708155953515522
1328,14.938679153245738
1329,14.453057194586403
1330,7.668225575848002
1331,6.421512957285619
1332,6.3499300731022394
1333,6.341658138538994
1334,10.368632817253689
1335,6.298857068600828
