lo1,lo2,lo3,year,item,value
강원도,속초시,,2014,면적,1
강원도,속초시,,2015,면적,2
강원도,속초시,,2014,생산량,2
강원도,속초시,,2015,생산량,4
강원도,속초시,,2014,단위생산량,180
강원도,속초시,,2015,단위생산량,180
